0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,-0.00342742004431784,-0.00256572375453775,-0.00373735395260155,0.00137690309306785,-0.000202646580873989,-0.00178193791770738,-0.00187458761502057,-0.00169709650884247,0.00127892813179642,-0.00704499075353473,0.00219347700476646,-0.00274156597994201,-0.00269148778170347,-0.000560931590597102,0.000578315404709429,-0.00351434031086329
0.4,-0.00301425321958959,-0.00277613290561851,-0.00598989194259048,0.000743117021508533,-0.00137240067124367,-0.00043202712655476,0.000691770052071661,-0.00328242677247126,-0.0032489225268364,-0.00135507989716924,-0.00310518429614604,-0.0018248772117346,-0.00355479912832379,-0.000748597972846252,4.96717075293418E-05,-0.00485402100362309
0.6,-0.000783355499152094,0.00423035555048659,-0.00908695813268423,-9.68520280307195E-05,-0.00103966845199466,0.000567399483084199,-0.00224742922000587,0.00101985148079903,0.000162246782565489,-0.00528237341443606,-0.00292987283319235,-0.000637342853519728,-0.00469653261825442,-0.00253897602729788,-0.00412101438269019,-0.00518818885651894
0.8,0.00104056298732758,-0.000286686994883702,-0.00336210033856332,-0.00328360624497144,-0.000812419399153441,-0.00396358972531026,0.000189824131666683,-0.0023291832861985,0.000213568768231198,-0.00314011443223309,-0.000620494072791189,-0.00396457573997695,-0.00229095225222409,0.00324603859999615,-0.00353835755959153,-0.00315375619956684
1.0,-0.00114844879135489,-0.000159082921659538,-0.00488365953788161,-0.00373868874776714,-0.0011667599901557,-0.00382687824706614,-0.00274693756364286,-0.00152139680343361,0.00146813062019646,-0.00414328094477213,-0.00193226232659072,-0.0025215172069525,-0.000698911375366151,-0.0020952524014441,-0.00166442396584898,0.000112575028528398
1.2,-0.00154372199904174,0.00299801033536204,-0.00454911543056369,-0.00090253924344832,0.00453444244340062,-0.000301721929065715,-0.00169694435317069,-0.00106442073145559,-0.00174684135708958,-0.00438165349984083,-0.000932030845433474,-0.00579437054787536,-0.0033334493637085,-0.000103628573474221,-0.0012077244464308,-0.00159466248365827
1.4,0.00064212828874588,-0.00232778299120703,-0.00592591799795628,-0.00286808814464809,-0.000906096713151783,-0.000316955026368279,0.00466611748561263,0.00048796629015272,0.00230244244448841,-0.00490605590911933,0.00211666966788471,-0.00229769603984479,-0.00200246484018862,0.00251048703591529,-0.0020449310541153,-0.00421653419383722
1.6,-0.00209266250021756,-0.000604617128014829,-0.00637069530785084,-0.0031498496602956,-0.00112012180034071,-0.00329708227103134,0.000832688936498016,-0.00107037986151709,-0.000426902755862102,-0.00176337311879423,0.00374213070608675,-0.00470327037463137,-0.000404697406338528,0.00239243705995807,-0.00340484990738332,-0.00373246285164427
1.8,-0.0011877502547577,-5.39910471635196E-05,-0.00513435294851661,-0.00360874401021971,0.00244126399047673,-0.00361153378071719,-0.00585590815171599,-0.0040896481849591,-0.000956315256189555,-0.00594901937634788,0.00197873404249549,-0.00835855201224374,-0.00259375642053783,0.00365965247281569,0.00227279029786587,-0.00524697031963391
